"timestamp";"$_.agent.name";"$_.rule.level";"$_.rule.description";"$_.data.win.eventdata.targetusername";"$_.full_log";"$_.data.win.system.message"
"2025-03-28T14:10:20.016+0000";"wazuh";"3";"Successful sudo to ROOT executed.";;"2025-03-28T14:10:18.906563+00:00 localhost sudo:   ubuntu : PWD=/home/ubuntu ; USER=root ; COMMAND=/bin/sh -c 'echo BECOME-SUCCESS-vwzixsmwpzteorbbctyhjicotdyvfdpx ; /usr/bin/python3.12'";
"2025-03-28T14:10:22.018+0000";"wazuh";"3";"PAM: Login session closed.";;"2025-03-28T14:10:21.145087+00:00 localhost sudo: pam_unix(sudo:session): session closed for user root";
"2025-03-28T14:10:22.018+0000";"wazuh";"3";"PAM: Login session closed.";;"2025-03-28T14:10:21.676242+00:00 localhost sudo: pam_unix(sudo:session): session closed for user root";
"2025-03-28T14:10:22.018+0000";"wazuh";"3";"Successful sudo to ROOT executed.";;"2025-03-28T14:10:21.997489+00:00 localhost sudo:   ubuntu : PWD=/home/ubuntu ; USER=root ; COMMAND=/bin/sh -c 'echo BECOME-SUCCESS-dmuwtpmvzbbnfamrtkizwcnfnekwtbdm ; /usr/bin/python3.12'";
"2025-03-28T14:10:22.018+0000";"wazuh";"3";"PAM: Login session opened.";;"2025-03-28T14:10:21.998750+00:00 localhost sudo: pam_unix(sudo:session): session opened for user root(uid=0) by ubuntu(uid=1000)";
"2025-03-28T14:10:22.018+0000";"wazuh";"3";"PAM: Login session opened.";;"2025-03-28T14:10:20.841797+00:00 localhost sudo: pam_unix(sudo:session): session opened for user root(uid=0) by ubuntu(uid=1000)";
"2025-03-28T14:10:22.018+0000";"wazuh";"3";"Successful sudo to ROOT executed.";;"2025-03-28T14:10:21.391589+00:00 localhost sudo:   ubuntu : PWD=/home/ubuntu ; USER=root ; COMMAND=/bin/sh -c 'echo BECOME-SUCCESS-lwuyqmmyknwakluexzwbjdxvpzencpmd ; /usr/bin/python3.12'";
"2025-03-28T14:10:22.018+0000";"wazuh";"3";"Successful sudo to ROOT executed.";;"2025-03-28T14:10:20.839011+00:00 localhost sudo:   ubuntu : PWD=/home/ubuntu ; USER=root ; COMMAND=/bin/sh -c 'echo BECOME-SUCCESS-fcupumzxmdrhytgscsikjyeuzxgfyrpa ; /usr/bin/python3.12'";
"2025-03-28T14:10:22.018+0000";"wazuh";"3";"PAM: Login session opened.";;"2025-03-28T14:10:21.393366+00:00 localhost sudo: pam_unix(sudo:session): session opened for user root(uid=0) by ubuntu(uid=1000)";
"2025-03-28T14:10:24.020+0000";"wazuh";"3";"PAM: Login session closed.";;"2025-03-28T14:10:22.296166+00:00 localhost sudo: pam_unix(sudo:session): session closed for user root";
"2025-03-28T14:11:24.085+0000";"wazuh";"3";"PAM: Login session closed.";;"2025-03-28T14:11:22.158369+00:00 localhost sshd[3007]: pam_unix(sshd:session): session closed for user ubuntu";
"2025-03-28T14:11:34.095+0000";"wazuh";"3";"PAM: Login session closed.";;"2025-03-28T14:11:32.523009+00:00 localhost (sd-pam): pam_unix(systemd-user:session): session closed for user ubuntu";
"2025-03-28T14:12:27.071+0000";"OTDC1";"3";"New wazuh agent connected.";;"ossec: Agent started: 'OTDC1->any'.";
"2025-03-28T14:12:38.910+0000";"DC1";"3";"New wazuh agent connected.";;"ossec: Agent started: 'DC1->any'.";
"2025-03-28T14:12:40.084+0000";"DC1";"3";"Windows Logon Success";"SYSTEM";;"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DC1$
	Account Domain:		PLUMETECH
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x338
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"2025-03-28T14:12:40.192+0000";"DC1";"3";"Windows Logon Success";"SYSTEM";;"""An account was successfully logged on.

Subject:
	Security ID:		S-1-5-18
	Account Name:		DC1$
	Account Domain:		PLUMETECH
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x338
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"2025-03-28T14:12:40.239+0000";"DC1";"3";"Windows Logon Success";"DC1$@PLUMETECH.LOCAL";;"""A Kerberos service ticket was requested.

Account Information:
	Account Name:		DC1$@PLUMETECH.LOCAL
	Account Domain:		PLUMETECH.LOCAL
	Logon GUID:		{83aa3c11-b342-f2b1-7f69-acfd3ea2a7d1}
	MSDS-SupportedEncryptionTypes:	N/A
	Available Keys:	N/A

Service Information:
	Service Name:		DC1$
	Service ID:		S-1-5-21-514844351-3181471642-2638765006-1000
	MSDS-SupportedEncryptionTypes:	0x1F (DES, RC4, AES128-SHA96, AES256-SHA96)
	Available Keys:	AES-SHA1, RC4

Domain Controller Information:
	MSDS-SupportedEncryptionTypes:	0x1F (DES, RC4, AES128-SHA96, AES256-SHA96)
	Available Keys:	AES-SHA1, RC4

Network Information:
	Client Address:		::1
	Client Port:		0
	Advertized Etypes:	
		AES256-CTS-HMAC-SHA1-96
		AES128-CTS-HMAC-SHA1-96
		RC4-HMAC-NT
		RC4-HMAC-NT-EXP
		RC4-HMAC-OLD-EXP

Additional Information:
	Ticket Options:		0x40810000
	Ticket Encryption Type:	0x12
	Session Encryption Type:	0x12
	Failure Code:		0x0
	Transited Services:	-

Ticket information
	Request ticket hash:		O3Y4Tl/gXm3B3ZSEAzilXlbp+whmoxeH+4WVz8W2mrY=
	Response ticket hash:		hjnm4kXCnHapyOb92lV+BelcUYVNpZ23cnTrjvvSj2c=

This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.

This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.

Pre-authentication types, ticket options, encryption types and result codes are defined in RFC 4120."""
"2025-03-28T14:12:40.255+0000";"DC1";"3";"Windows Logon Success";"DC1$";;"""An account was successfully logged on.

Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Logon Information:
	Logon Type:		3
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		DC1$
	Account Domain:		PLUMETECH.LOCAL
	Logon ID:		0x6C30A
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{5425e877-3887-131e-7681-4a1daa92c27a}

Process Information:
	Process ID:		0x0
	Process Name:		-

Network Information:
	Workstation Name:	-
	Source Network Address:	::1
	Source Port:		49725

Detailed Authentication Information:
	Logon Process:		Kerberos
	Authentication Package:	Kerberos
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"2025-03-28T14:12:40.270+0000";"DC1";"3";"Windows Logon Success";"DC1$@PLUMETECH.LOCAL";;"""A Kerberos service ticket was requested.

Account Information:
	Account Name:		DC1$@PLUMETECH.LOCAL
	Account Domain:		PLUMETECH.LOCAL
	Logon GUID:		{83aa3c11-b342-f2b1-7f69-acfd3ea2a7d1}
	MSDS-SupportedEncryptionTypes:	N/A
	Available Keys:	N/A

Service Information:
	Service Name:		DC1$
	Service ID:		S-1-5-21-514844351-3181471642-2638765006-1000
	MSDS-SupportedEncryptionTypes:	0x1F (DES, RC4, AES128-SHA96, AES256-SHA96)
	Available Keys:	AES-SHA1, RC4

Domain Controller Information:
	MSDS-SupportedEncryptionTypes:	0x1F (DES, RC4, AES128-SHA96, AES256-SHA96)
	Available Keys:	AES-SHA1, RC4

Network Information:
	Client Address:		::1
	Client Port:		0
	Advertized Etypes:	
		AES256-CTS-HMAC-SHA1-96
		AES128-CTS-HMAC-SHA1-96
		RC4-HMAC-NT
		RC4-HMAC-NT-EXP
		RC4-HMAC-OLD-EXP

Additional Information:
	Ticket Options:		0x40810000
	Ticket Encryption Type:	0x12
	Session Encryption Type:	0x12
	Failure Code:		0x0
	Transited Services:	-

Ticket information
	Request ticket hash:		O3Y4Tl/gXm3B3ZSEAzilXlbp+whmoxeH+4WVz8W2mrY=
	Response ticket hash:		irSpZ5u1yPqUs26r/D4/3qn8mDPsHovU+FigAM8hpJk=

This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.

This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.

Pre-authentication types, ticket options, encryption types and result codes are defined in RFC 4120."""
"2025-03-28T14:12:40.286+0000";"DC1";"3";"Windows Logon Success";"DC1$";;"""An account was successfully logged on.

Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Logon Information:
	Logon Type:		3
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		DC1$
	Account Domain:		PLUMETECH.LOCAL
	Logon ID:		0x6DB66
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{5425e877-3887-131e-7681-4a1daa92c27a}

Process Information:
	Process ID:		0x0
	Process Name:		-

Network Information:
	Workstation Name:	-
	Source Network Address:	fe80::1ed6:d2ec:597f:aca3
	Source Port:		49727

Detailed Authentication Information:
	Logon Process:		Kerberos
	Authentication Package:	Kerberos
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"2025-03-28T14:12:40.302+0000";"DC1";"3";"Windows Logon Success";"DC1$@PLUMETECH.LOCAL";;"""A Kerberos service ticket was requested.

Account Information:
	Account Name:		DC1$@PLUMETECH.LOCAL
	Account Domain:		PLUMETECH.LOCAL
	Logon GUID:		{c18ff05a-124b-be79-50e2-62340c0650f2}
	MSDS-SupportedEncryptionTypes:	N/A
	Available Keys:	N/A

Service Information:
	Service Name:		DC1$
	Service ID:		S-1-5-21-514844351-3181471642-2638765006-1000
	MSDS-SupportedEncryptionTypes:	0x1F (DES, RC4, AES128-SHA96, AES256-SHA96)
	Available Keys:	AES-SHA1, RC4

Domain Controller Information:
	MSDS-SupportedEncryptionTypes:	0x1F (DES, RC4, AES128-SHA96, AES256-SHA96)
	Available Keys:	AES-SHA1, RC4

Network Information:
	Client Address:		::1
	Client Port:		0
	Advertized Etypes:	
		AES256-CTS-HMAC-SHA1-96
		AES128-CTS-HMAC-SHA1-96
		RC4-HMAC-NT
		RC4-HMAC-NT-EXP
		RC4-HMAC-OLD-EXP

Additional Information:
	Ticket Options:		0x40800000
	Ticket Encryption Type:	0x12
	Session Encryption Type:	0x12
	Failure Code:		0x0
	Transited Services:	-

Ticket information
	Request ticket hash:		O3Y4Tl/gXm3B3ZSEAzilXlbp+whmoxeH+4WVz8W2mrY=
	Response ticket hash:		T/ZV0KcrAvZ24/EZbOEo2gt0YYL9Lv7vsutkuQvSlvM=

This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.

This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.

Pre-authentication types, ticket options, encryption types and result codes are defined in RFC 4120."""
"2025-03-28T14:12:40.333+0000";"DC1";"3";"Windows Logon Success";"DC1$";;"""An account was successfully logged on.

Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Logon Information:
	Logon Type:		3
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		DC1$
	Account Domain:		PLUMETECH.LOCAL
	Logon ID:		0x71313
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{cce148f1-28fb-d42a-fbf4-8778a3c640eb}

Process Information:
	Process ID:		0x0
	Process Name:		-

Network Information:
	Workstation Name:	-
	Source Network Address:	fe80::1ed6:d2ec:597f:aca3
	Source Port:		49731

Detailed Authentication Information:
	Logon Process:		Kerberos
	Authentication Package:	Kerberos
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"2025-03-28T14:12:40.348+0000";"DC1";"3";"Windows Logon Success";"DC1$";;"""An account was successfully logged on.

Subject:
	Security ID:		S-1-0-0
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Logon Information:
	Logon Type:		3
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		S-1-5-18
	Account Name:		DC1$
	Account Domain:		PLUMETECH.LOCAL
	Logon ID:		0x71419
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{5425e877-3887-131e-7681-4a1daa92c27a}

Process Information:
	Process ID:		0x0
	Process Name:		-

Network Information:
	Workstation Name:	-
	Source Network Address:	fe80::1ed6:d2ec:597f:aca3
	Source Port:		49733

Detailed Authentication Information:
	Logon Process:		Kerberos
	Authentication Package:	Kerberos
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."""
"2025-03-28T14:12:40.364+0000";"DC1";"3";"User SYSTEM changed property servicePrincipalName on computer CN=DC1,OU=Domain Controllers,DC=PLUMETECH,DC=LOCAL to TERMSRV/DC1.PLUMETECH.LOCAL.";;"{""win"":{""system"":{""providerName"":""Microsoft-Windows-Security-Auditing"",""providerGuid"":""{54849625-5478-4994-a5ba-3e3b0328c30d}"",""eventID"":""5136"",""version"":""0"",""level"":""0"",""task"":""14081"",""opcode"":""0"",""keywords"":""0x8020000000000000"",""systemTime"":""2025-03-28T14:06:16.7851455Z"",""eventRecordID"":""259223"",""processID"":""844"",""threadID"":""952"",""channel"":""Security"",""computer"":""DC1.PLUMETECH.LOCAL"",""severityValue"":""AUDIT_SUCCESS"",""message"":""\""A directory service object was modified.\r\n\t\r\nSubject:\r\n\tSecurity ID:\t\tS-1-5-18\r\n\tAccount Name:\t\tSYSTEM\r\n\tAccount Domain:\t\tNT AUTHORITY\r\n\tLogon ID:\t\t0x71419\r\n\r\nDirectory Service:\r\n\tName:\tPLUMETECH.LOCAL\r\n\tType:\tActive Directory Domain Services\r\n\t\r\nObject:\r\n\tDN:\tCN=DC1,OU=Domain Controllers,DC=PLUMETECH,DC=LOCAL\r\n\tGUID:\t{05010cdc-0207-4c24-b40a-b9debef33d14}\r\n\tClass:\tcomputer\r\n\t\r\nAttribute:\r\n\tLDAP Display Name:\tservicePrincipalName\r\n\tSyntax (OID):\t2.5.5.12\r\n\tValue:\tTERMSRV/DC1.PLUMETECH.LOCAL\r\n\t\r\nOperation:\r\n\tType:\tValue Added\r\n\tCorrelation ID:\t{260f4412-81d3-447c-abdd-fae5eed88709}\r\n\tApplication Correlation ID:\t-\""""},""eventdata"":{""opCorrelationID"":""{260f4412-81d3-447c-abdd-fae5eed88709}"",""subjectUserSid"":""S-1-5-18"",""subjectUserName"":""SYSTEM"",""subjectDomainName"":""NT AUTHORITY"",""subjectLogonId"":""0x71419"",""dSName"":""PLUMETECH.LOCAL"",""dSType"":""%%14676"",""objectDN"":""CN=DC1,OU=Domain Controllers,DC=PLUMETECH,DC=LOCAL"",""objectGUID"":""{05010cdc-0207-4c24-b40a-b9debef33d14}"",""objectClass"":""computer"",""attributeLDAPDisplayName"":""servicePrincipalName"",""attributeSyntaxOID"":""2.5.5.12"",""attributeValue"":""TERMSRV/DC1.PLUMETECH.LOCAL"",""operationType"":""%%14674""}}}";"""A directory service object was modified.
	
Subject:
	Security ID:		S-1-5-18
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x71419

Directory Service:
	Name:	PLUMETECH.LOCAL
	Type:	Active Directory Domain Services
	
Object:
	DN:	CN=DC1,OU=Domain Controllers,DC=PLUMETECH,DC=LOCAL
	GUID:	{05010cdc-0207-4c24-b40a-b9debef33d14}
	Class:	computer
	
Attribute:
	LDAP Display Name:	servicePrincipalName
	Syntax (OID):	2.5.5.12
	Value:	TERMSRV/DC1.PLUMETECH.LOCAL
	
Operation:
	Type:	Value Added
	Correlation ID:	{260f4412-81d3-447c-abdd-fae5eed88709}
	Application Correlation ID:	-"""
"2025-03-28T14:12:40.395+0000";"DC1";"3";"Windows Logon Success";"DC1$@PLUMETECH.LOCAL";;"""A Kerberos service ticket was requested.

Account Information:
	Account Name:		DC1$@PLUMETECH.LOCAL
	Account Domain:		PLUMETECH.LOCAL
	Logon GUID:		{06fcbda8-f853-4dc4-1bb3-d73e454c7fbf}
	MSDS-SupportedEncryptionTypes:	N/A
	Available Keys:	N/A

Service Information:
	Service Name:		DC1$
	Service ID:		S-1-5-21-514844351-3181471642-2638765006-1000
	MSDS-SupportedEncryptionTypes:	0x1F (DES, RC4, AES128-SHA96, AES256-SHA96)
	Available Keys:	AES-SHA1, RC4

Domain Controller Information:
	MSDS-SupportedEncryptionTypes:	0x1F (DES, RC4, AES128-SHA96, AES256-SHA96)
	Available Keys:	AES-SHA1, RC4

Network Information:
	Client Address:		::1
	Client Port:		0
	Advertized Etypes:	
		AES256-CTS-HMAC-SHA1-96
		AES128-CTS-HMAC-SHA1-96
		RC4-HMAC-NT
		RC4-HMAC-NT-EXP
		RC4-HMAC-OLD-EXP

Additional Information:
	Ticket Options:		0x40800000
	Ticket Encryption Type:	0x12
	Session Encryption Type:	0x12
	Failure Code:		0x0
	Transited Services:	-

Ticket information
	Request ticket hash:		O3Y4Tl/gXm3B3ZSEAzilXlbp+whmoxeH+4WVz8W2mrY=
	Response ticket hash:		xABjBfJn1zYlYBMjFESEK/Z9Zp41k2N7NtQ3MFWu0fw=

This event is generated every time access is requested to a resource such as a computer or a Windows service.  The service name indicates the resource to which access was requested.

This event can be correlated with Windows logon events by comparing the Logon GUID fields in each event.  The logon event occurs on the machine that was accessed, which is often a different machine than the domain controller which issued the service ticket.

Pre-authentication types, ticket options, encryption types and result codes are defined in RFC 4120."""
